conversation_id,raw_tweets_info,tweet_ids,user_ids,conversation_length,airlines_involved
48930,"[(738740196934459392, 3285831344), (738738639153160192, 3053248523)]","[738740196934459392, 738738639153160192]","[3285831344, 3053248523]",2,No airlines involved
48975,"[(738739564412559361, 29508833), (738739365619347456, 29508833), (738739103605346304, 29508833), (738738658669416448, 29508833), (738738298240290816, 29508833), (738738140232486912, 29508833)]","[738739564412559361, 738739365619347456, 738739103605346304, 738738658669416448, 738738298240290816, 738738140232486912]","[29508833, 29508833, 29508833, 29508833, 29508833, 29508833]",6,No airlines involved
48978,"[(738739524759609344, 17620151), (737922801290579968, 38676903)]","[738739524759609344, 737922801290579968]","[17620151, 38676903]",2,easyJet
48993,"[(738739267128549376, 331499400), (738724756778852352, 331499400)]","[738739267128549376, 738724756778852352]","[331499400, 331499400]",2,No airlines involved
48996,"[(738739227085672448, 138694454), (738739026727952384, 138694454), (738736107257516032, 138694454)]","[738739227085672448, 738739026727952384, 738736107257516032]","[138694454, 138694454, 138694454]",3,No airlines involved
49103,"[(738737978424561664, 29508833), (738737461984145408, 29508833), (738737276289748992, 29508833)]","[738737978424561664, 738737461984145408, 738737276289748992]","[29508833, 29508833, 29508833]",3,No airlines involved
49104,"[(738737981591310336, 738733902345478144), (738737051034607616, 1542862735), (738736251768033280, 738733902345478144)]","[738737981591310336, 738737051034607616, 738736251768033280]","[738733902345478144, 1542862735, 738733902345478144]",3,RyanAir
49109,"[(738737870710681600, 87205057), (738702827422416896, 334504326)]","[738737870710681600, 738702827422416896]","[87205057, 334504326]",2,No airlines involved
49147,"[(738737073142779905, 29508833), (738736915252400128, 29508833)]","[738737073142779905, 738736915252400128]","[29508833, 29508833]",2,No airlines involved
49149,"[(738737062057123842, 2729769265), (738735438236520448, 56720201), (738735037265235968, 2729769265)]","[738737062057123842, 738735438236520448, 738735037265235968]","[2729769265, 56720201, 2729769265]",3,No airlines involved
49163,"[(738736829743038464, 18422872), (738734661816442880, 18422872)]","[738736829743038464, 738734661816442880]","[18422872, 18422872]",2,No airlines involved
49168,"[(738736761430544384, 931937533), (738736545675546624, 931937533)]","[738736761430544384, 738736545675546624]","[931937533, 931937533]",2,No airlines involved
49172,"[(738736734054305796, 29508833), (738736501152993280, 29508833)]","[738736734054305796, 738736501152993280]","[29508833, 29508833]",2,No airlines involved
49175,"[(738736660444262400, 28556003), (738736277097435136, 28556003)]","[738736660444262400, 738736277097435136]","[28556003, 28556003]",2,No airlines involved
49205,"[(738736372752621568, 311857126), (738735111668109312, 124476322)]","[738736372752621568, 738735111668109312]","[311857126, 124476322]",2,Lufthansa
49264,"[(738735694902906880, 1064503520), (738735247513255936, 1064503520)]","[738735694902906880, 738735247513255936]","[1064503520, 1064503520]",2,No airlines involved
49269,"[(738735628083449856, 2232753078), (738711346028498944, 2232753078)]","[738735628083449856, 738711346028498944]","[2232753078, 2232753078]",2,No airlines involved
49285,"[(738735440182808576, 4526988377), (738713249487724544, 4526988377)]","[738735440182808576, 738713249487724544]","[4526988377, 4526988377]",2,No airlines involved
49296,"[(738735241783824386, 14586906), (738734468446453760, 1215606756)]","[738735241783824386, 738734468446453760]","[14586906, 1215606756]",2,No airlines involved
49336,"[(738734489313107968, 514673381), (738694844588118016, 514673381)]","[738734489313107968, 738694844588118016]","[514673381, 514673381]",2,No airlines involved
49412,"[(738733680148008960, 60152093), (738733298055254016, 38676903)]","[738733680148008960, 738733298055254016]","[60152093, 38676903]",2,easyJet
49444,"[(738733285145247744, 20621849), (738733086217801728, 175827858)]","[738733285145247744, 738733086217801728]","[20621849, 175827858]",2,No airlines involved
49448,"[(738733235002310656, 360000427), (738733011018121216, 360000427)]","[738733235002310656, 738733011018121216]","[360000427, 360000427]",2,No airlines involved
49468,"[(738732956525723648, 18805409), (738732711238602752, 92374648), (738732200095584256, 18805409), (738730891413991424, 92374648)]","[738732956525723648, 738732711238602752, 738732200095584256, 738730891413991424]","[18805409, 92374648, 18805409, 92374648]",4,No airlines involved
49484,"[(738732665428447232, 22015754), (738727718003572736, 38676903), (738725523128483840, 22015754)]","[738732665428447232, 738727718003572736, 738725523128483840]","[22015754, 38676903, 22015754]",3,easyJet
49639,"[(738731080497389568, 331791411), (738713472960221184, 331791411)]","[738731080497389568, 738713472960221184]","[331791411, 331791411]",2,No airlines involved
49673,"[(738730640296841216, 23001423), (738729119387660288, 16334480)]","[738730640296841216, 738729119387660288]","[23001423, 16334480]",2,No airlines involved
49674,"[(738730630821842944, 2182373406), (738722932885721088, 2994073977)]","[738730630821842944, 738722932885721088]","[2182373406, 2994073977]",2,AirBerlin assist
49810,"[(738728973761404928, 578936164), (738725697364086784, 16887175)]","[738728973761404928, 738725697364086784]","[578936164, 16887175]",2,No airlines involved
49876,"[(738728069762949121, 291074613), (738707897102831616, 251137203)]","[738728069762949121, 738707897102831616]","[291074613, 251137203]",2,No airlines involved
50075,"[(738727167333388288, 17676402), (738717358777372672, 15036950)]","[738727167333388288, 738717358777372672]","[17676402, 15036950]",2,No airlines involved
50111,"[(738726734904844290, 218468430), (738725176377016320, 61845089)]","[738726734904844290, 738725176377016320]","[218468430, 61845089]",2,No airlines involved
50151,"[(738726003086925829, 23001423), (738725257025073152, 16334480)]","[738726003086925829, 738725257025073152]","[23001423, 16334480]",2,No airlines involved
50162,"[(738725878830616576, 4186055539), (738721956128755712, 15631238)]","[738725878830616576, 738721956128755712]","[4186055539, 15631238]",2,No airlines involved
50222,"[(738725164603613184, 237923754), (738725106130771968, 237923754), (738716268195414016, 1160624538)]","[738725164603613184, 738725106130771968, 738716268195414016]","[237923754, 237923754, 1160624538]",3,No airlines involved
50258,"[(738724980310061056, 100792150), (738683869797486592, 275528276)]","[738724980310061056, 738683869797486592]","[100792150, 275528276]",2,No airlines involved
50298,"[(738724688919171072, 712399518860505089), (738724527333597184, 8161232)]","[738724688919171072, 738724527333597184]","[712399518860505089, 8161232]",2,No airlines involved
50300,"[(738724675728072704, 33875003), (738724283929743360, 17459708)]","[738724675728072704, 738724283929743360]","[33875003, 17459708]",2,No airlines involved
50316,"[(738724478662934528, 3546907480), (738713452903026688, 1542862735), (738709046899904512, 3546907480)]","[738724478662934528, 738713452903026688, 738709046899904512]","[3546907480, 1542862735, 3546907480]",3,RyanAir
50531,"[(738722770285170688, 4846727349), (738722434489143296, 3571370003)]","[738722770285170688, 738722434489143296]","[4846727349, 3571370003]",2,No airlines involved
50548,"[(738722527846010881, 1136572652), (738704921877458944, 138694454), (738704621854679040, 138694454)]","[738722527846010881, 738704921877458944, 738704621854679040]","[1136572652, 138694454, 138694454]",3,No airlines involved
50550,"[(738722494677454848, 61845089), (738722020645572608, 1542862735), (738721438979530752, 61845089)]","[738722494677454848, 738722020645572608, 738721438979530752]","[61845089, 1542862735, 61845089]",3,RyanAir
50640,"[(738721119000272897, 16950004), (738713383306985472, 21008729)]","[738721119000272897, 738713383306985472]","[16950004, 21008729]",2,No airlines involved
50644,"[(738721087438082048, 4144215634), (738704097721913344, 6498112)]","[738721087438082048, 738704097721913344]","[4144215634, 6498112]",2,No airlines involved
50694,"[(738720469369556993, 23955408), (738711695166742528, 77339665)]","[738720469369556993, 738711695166742528]","[23955408, 77339665]",2,No airlines involved
50702,"[(738720328038375424, 334211391), (738719320407150592, 874872211)]","[738720328038375424, 738719320407150592]","[334211391, 874872211]",2,No airlines involved
50717,"[(738719988870176769, 1542862735), (738716016654618624, 218468430), (738711668927156224, 1542862735), (738706946027618304, 218468430)]","[738719988870176769, 738716016654618624, 738711668927156224, 738706946027618304]","[1542862735, 218468430, 1542862735, 218468430]",4,RyanAir
50763,"[(738719765150240768, 151410076), (738717068560879616, 38676903)]","[738719765150240768, 738717068560879616]","[151410076, 38676903]",2,easyJet
50933,"[(738717418181165056, 26752387), (738713226335125504, 26752387)]","[738717418181165056, 738713226335125504]","[26752387, 26752387]",2,No airlines involved
50977,"[(738716528711892992, 119436782), (738712179025825792, 43153525)]","[738716528711892992, 738712179025825792]","[119436782, 43153525]",2,No airlines involved
51022,"[(738715803906899969, 58913244), (738715094490746880, 2151410065)]","[738715803906899969, 738715094490746880]","[58913244, 2151410065]",2,No airlines involved
51052,"[(738715288653287424, 713348244328165377), (738711799382474752, 56377143), (738710092304896000, 713348244328165377)]","[738715288653287424, 738711799382474752, 738710092304896000]","[713348244328165377, 56377143, 713348244328165377]",3,KLM
51057,"[(738715148425277441, 560685400), (738703931262554112, 20327506)]","[738715148425277441, 738703931262554112]","[560685400, 20327506]",2,No airlines involved
51074,"[(738714903926734848, 370730208), (738709080106225664, 300879498), (738708060252831744, 370730208), (738706794227306496, 61474528)]","[738714903926734848, 738709080106225664, 738708060252831744, 738706794227306496]","[370730208, 300879498, 370730208, 61474528]",4,No airlines involved
51093,"[(738714725354209284, 521007183), (738714508567400448, 521007183)]","[738714725354209284, 738714508567400448]","[521007183, 521007183]",2,No airlines involved
51115,"[(738714438430294021, 1296975547), (738714163812442112, 1296975547), (738713933201182720, 1296975547)]","[738714438430294021, 738714163812442112, 738713933201182720]","[1296975547, 1296975547, 1296975547]",3,No airlines involved
51154,"[(738713721569193986, 1296975547), (738713393851465728, 1296975547)]","[738713721569193986, 738713393851465728]","[1296975547, 1296975547]",2,No airlines involved
51155,"[(738713707237277696, 231717101), (738712715015933952, 382853515)]","[738713707237277696, 738712715015933952]","[231717101, 382853515]",2,No airlines involved
51157,"[(738713681329029120, 106062176), (738706960514723840, 2426930690)]","[738713681329029120, 738706960514723840]","[106062176, 2426930690]",2,AirFrance
51170,"[(738713361416753152, 211016633), (738712333279764480, 3153910465)]","[738713361416753152, 738712333279764480]","[211016633, 3153910465]",2,No airlines involved
51175,"[(738713299550900224, 72083642), (738707207940870144, 72083642)]","[738713299550900224, 738707207940870144]","[72083642, 72083642]",2,No airlines involved
51188,"[(738713097691615233, 231446901), (738706652174651392, 21474251)]","[738713097691615233, 738706652174651392]","[231446901, 21474251]",2,No airlines involved
51237,"[(738712161669787648, 283664578), (738711841623412736, 1542862735), (738707556449783808, 283664578), (738707407497535488, 283664578)]","[738712161669787648, 738711841623412736, 738707556449783808, 738707407497535488]","[283664578, 1542862735, 283664578, 283664578]",4,RyanAir
51249,"[(738712034569785344, 737884495878205440), (738710631898075136, 18969131)]","[738712034569785344, 738710631898075136]","[737884495878205440, 18969131]",2,No airlines involved
51271,"[(738711782659895297, 2580924938), (738709774854918144, 2580924938)]","[738711782659895297, 738709774854918144]","[2580924938, 2580924938]",2,No airlines involved
51291,"[(738711345206546432, 456263682), (738711102691893248, 456263682)]","[738711345206546432, 738711102691893248]","[456263682, 456263682]",2,No airlines involved
51298,"[(738711287253872640, 27241860), (738707816890966016, 253340062), (738704343139004416, 27241860)]","[738711287253872640, 738707816890966016, 738704343139004416]","[27241860, 253340062, 27241860]",3,SingaporeAir
51314,"[(738710973041758208, 222031445), (738678799089467392, 222031445)]","[738710973041758208, 738678799089467392]","[222031445, 222031445]",2,No airlines involved
51348,"[(738710367866609664, 737797333543464960), (738709880140337152, 33849469)]","[738710367866609664, 738709880140337152]","[737797333543464960, 33849469]",2,No airlines involved
51349,"[(738710366394388480, 1325024748), (738710060956852224, 1325024748)]","[738710366394388480, 738710060956852224]","[1325024748, 1325024748]",2,No airlines involved
51379,"[(738709922620317697, 56377143), (738706058873589760, 195863980)]","[738709922620317697, 738706058873589760]","[56377143, 195863980]",2,KLM
51388,"[(738709822762328064, 2371115053), (738706658969423872, 2371115053)]","[738709822762328064, 738706658969423872]","[2371115053, 2371115053]",2,No airlines involved
51500,"[(738707928253882369, 447716780), (738706994895458304, 300879498)]","[738707928253882369, 738706994895458304]","[447716780, 300879498]",2,No airlines involved
51516,"[(738707676809572352, 278222496), (738707487629713408, 278222496)]","[738707676809572352, 738707487629713408]","[278222496, 278222496]",2,No airlines involved
51517,"[(738707646551842817, 8279892), (738706477209260032, 244414132)]","[738707646551842817, 738706477209260032]","[8279892, 244414132]",2,No airlines involved
51528,"[(738707461914431488, 210641863), (738707208549109760, 197788854)]","[738707461914431488, 738707208549109760]","[210641863, 197788854]",2,No airlines involved
51539,"[(738707280695283712, 1542862735), (738700094334226432, 30270456)]","[738707280695283712, 738700094334226432]","[1542862735, 30270456]",2,RyanAir
51543,"[(738707104211554305, 14259800), (738706964864237568, 172743125), (738706169288613888, 14259800)]","[738707104211554305, 738706964864237568, 738706169288613888]","[14259800, 172743125, 14259800]",3,No airlines involved
51598,"[(738705892464545796, 172743125), (738704573846675456, 14259800)]","[738705892464545796, 738704573846675456]","[172743125, 14259800]",2,No airlines involved
51636,"[(738705201461350402, 29063359), (738684080993251328, 29063359)]","[738705201461350402, 738684080993251328]","[29063359, 29063359]",2,No airlines involved
51686,"[(738704347949735937, 37597864), (738702600506355712, 37434855), (738696513853886464, 37597864)]","[738704347949735937, 738702600506355712, 738696513853886464]","[37597864, 37434855, 37597864]",3,No airlines involved
51728,"[(738703913004761088, 358345140), (738689398166982656, 20446437), (738670823846871040, 358345140)]","[738703913004761088, 738689398166982656, 738670823846871040]","[358345140, 20446437, 358345140]",3,No airlines involved
51734,"[(738703798810599425, 236664483), (738696363760848896, 236664483)]","[738703798810599425, 738696363760848896]","[236664483, 236664483]",2,No airlines involved
51737,"[(738703760185253888, 6498112), (738703329518309376, 300879498)]","[738703760185253888, 738703329518309376]","[6498112, 300879498]",2,No airlines involved
51767,"[(738703298279157760, 2647451110), (738686349067333632, 38676903)]","[738703298279157760, 738686349067333632]","[2647451110, 38676903]",2,easyJet
51786,"[(738702615337373696, 6498112), (738702357828096000, 300879498)]","[738702615337373696, 738702357828096000]","[6498112, 300879498]",2,No airlines involved
51821,"[(738702213166575618, 313306238), (738701416349454336, 39110593)]","[738702213166575618, 738701416349454336]","[313306238, 39110593]",2,No airlines involved
51842,"[(738702005389168640, 738699748287336448), (738692857498861568, 737797333543464960)]","[738702005389168640, 738692857498861568]","[738699748287336448, 737797333543464960]",2,No airlines involved
51937,"[(738701189232070657, 39110593), (738700579317415936, 313306238), (738699297122865152, 39110593)]","[738701189232070657, 738700579317415936, 738699297122865152]","[39110593, 313306238, 39110593]",3,No airlines involved
51963,"[(738700699698114560, 18972785), (738699165136486400, 56377143)]","[738700699698114560, 738699165136486400]","[18972785, 56377143]",2,KLM
51971,"[(738700538246729729, 738059590529646592), (738688526770970624, 498961351)]","[738700538246729729, 738688526770970624]","[738059590529646592, 498961351]",2,No airlines involved
51977,"[(738700432915243008, 38676903), (738139881721847808, 313286037)]","[738700432915243008, 738139881721847808]","[38676903, 313286037]",2,easyJet
51985,"[(738700288962486272, 349110724), (738698971430985728, 93049096), (738694946140610560, 349110724)]","[738700288962486272, 738698971430985728, 738694946140610560]","[349110724, 93049096, 349110724]",3,No airlines involved
51992,"[(738700186118172672, 2420846156), (738699995289899008, 3389241832), (738699357579554816, 728279369706315776), (738699114628669440, 3389241832)]","[738700186118172672, 738699995289899008, 738699357579554816, 738699114628669440]","[2420846156, 3389241832, 728279369706315776, 3389241832]",4,No airlines involved
52072,"[(738698766887354368, 91018480), (738696601766617088, 91018480)]","[738698766887354368, 738696601766617088]","[91018480, 91018480]",2,No airlines involved
52089,"[(738698548544450560, 556245187), (738698083341619200, 556245187)]","[738698548544450560, 738698083341619200]","[556245187, 556245187]",2,No airlines involved
52106,"[(738698214199709696, 21752971), (738697372390281216, 52080829)]","[738698214199709696, 738697372390281216]","[21752971, 52080829]",2,No airlines involved
52180,"[(738697151811702784, 40831652), (738695180367302656, 253340062), (738693193827422208, 40831652)]","[738697151811702784, 738695180367302656, 738693193827422208]","[40831652, 253340062, 40831652]",3,SingaporeAir
52235,"[(738696101071618050, 52848509), (738695707142574080, 144807583), (738693592106045440, 52848509)]","[738696101071618050, 738695707142574080, 738693592106045440]","[52848509, 144807583, 52848509]",3,No airlines involved
52263,"[(738695702893711360, 264876055), (738693618001707008, 56377143)]","[738695702893711360, 738693618001707008]","[264876055, 56377143]",2,KLM
52306,"[(738695205415735297, 146872603), (738690689475563520, 62642814)]","[738695205415735297, 738690689475563520]","[146872603, 62642814]",2,No airlines involved
52335,"[(738694508867653632, 1914595076), (738693609868890112, 1914595076)]","[738694508867653632, 738693609868890112]","[1914595076, 1914595076]",2,No airlines involved
52416,"[(738693316280262656, 7971512), (738691884105764864, 7971512)]","[738693316280262656, 738691884105764864]","[7971512, 7971512]",2,No airlines involved
52440,"[(738692862108422144, 38676903), (738137021395263488, 117796827)]","[738692862108422144, 738137021395263488]","[38676903, 117796827]",2,easyJet
52445,"[(738692813320278016, 3074203472), (738690593132535808, 106062176)]","[738692813320278016, 738690593132535808]","[3074203472, 106062176]",2,AirFrance
52589,"[(738690486118944769, 628729743), (738689904142602240, 1577698938)]","[738690486118944769, 738689904142602240]","[628729743, 1577698938]",2,No airlines involved
52645,"[(738689772173021184, 1025012280), (738689103609352192, 572807355), (738688831680073728, 1025012280), (738688410156699648, 572807355)]","[738689772173021184, 738689103609352192, 738688831680073728, 738688410156699648]","[1025012280, 572807355, 1025012280, 572807355]",4,No airlines involved
52682,"[(738689439778635776, 146872603), (738686908121927680, 33429101)]","[738689439778635776, 738686908121927680]","[146872603, 33429101]",2,No airlines involved
52693,"[(738689255162171393, 2649248114), (738671593254211584, 18332190)]","[738689255162171393, 738671593254211584]","[2649248114, 18332190]",2,British_Airways
52750,"[(738688622837260288, 4288789933), (738687609375952896, 38676903)]","[738688622837260288, 738687609375952896]","[4288789933, 38676903]",2,easyJet
52762,"[(738688380251181058, 3391476735), (738688014830837760, 18894393)]","[738688380251181058, 738688014830837760]","[3391476735, 18894393]",2,No airlines involved
52786,"[(738687901907750912, 396656597), (738682657102528512, 396656597)]","[738687901907750912, 738682657102528512]","[396656597, 396656597]",2,No airlines involved
52794,"[(738687798933393408, 14300670), (738687212842291200, 38676903), (738685759180447744, 14300670)]","[738687798933393408, 738687212842291200, 738685759180447744]","[14300670, 38676903, 14300670]",3,easyJet
52806,"[(738687572826787840, 1908727375), (738685814561853440, 1908727375)]","[738687572826787840, 738685814561853440]","[1908727375, 1908727375]",2,No airlines involved
52845,"[(738687048056377345, 7350962), (738671733440450560, 21138613)]","[738687048056377345, 738671733440450560]","[7350962, 21138613]",2,No airlines involved
52932,"[(738685517642993666, 175489019), (738685277154213888, 2172996752)]","[738685517642993666, 738685277154213888]","[175489019, 2172996752]",2,No airlines involved
52965,"[(738684895858438144, 722127506), (738684397642223616, 952437877)]","[738684895858438144, 738684397642223616]","[722127506, 952437877]",2,No airlines involved
53097,"[(738683148419108864, 336195291), (738682230298447872, 158648476)]","[738683148419108864, 738682230298447872]","[336195291, 158648476]",2,No airlines involved
53113,"[(738682924095131648, 233063746), (738671104223547392, 253340062)]","[738682924095131648, 738671104223547392]","[233063746, 253340062]",2,SingaporeAir
53223,"[(738681681037533184, 311127026), (738680130864697344, 185453073)]","[738681681037533184, 738680130864697344]","[311127026, 185453073]",2,No airlines involved
53241,"[(738681490708549633, 222620568), (738680902117625856, 3305098967), (738680581987373056, 222620568)]","[738681490708549633, 738680902117625856, 738680581987373056]","[222620568, 3305098967, 222620568]",3,No airlines involved
53285,"[(738680810694279168, 246422742), (738679544056414208, 246422742)]","[738680810694279168, 738679544056414208]","[246422742, 246422742]",2,No airlines involved
53369,"[(738679428289548288, 90365669), (738678388290916352, 2148421223)]","[738679428289548288, 738678388290916352]","[90365669, 2148421223]",2,No airlines involved
53460,"[(738678175492886529, 114409441), (738675987622285312, 73336343)]","[738678175492886529, 738675987622285312]","[114409441, 73336343]",2,No airlines involved
53465,"[(738678092294725632, 146872603), (738676654193684480, 1875566095)]","[738678092294725632, 738676654193684480]","[146872603, 1875566095]",2,No airlines involved
53564,"[(738677157745020928, 600116449), (738676632618192896, 15631238)]","[738677157745020928, 738676632618192896]","[600116449, 15631238]",2,No airlines involved
53601,"[(738676611726315520, 556832855), (738676406410973184, 402885920), (738676182284132352, 556832855)]","[738676611726315520, 738676406410973184, 738676182284132352]","[556832855, 402885920, 556832855]",3,No airlines involved
53698,"[(738675268953485312, 168283878), (738675028968001536, 167852444), (738673514765488128, 168283878)]","[738675268953485312, 738675028968001536, 738673514765488128]","[168283878, 167852444, 168283878]",3,No airlines involved
53760,"[(738674739300859905, 131786355), (738674681633476608, 605229725), (738674162177171456, 131786355), (738673999295680512, 605229725), (738673693946052608, 131786355), (738673628527624192, 605229725), (738673391780012032, 131786355), (738673280001925120, 605229725)]","[738674739300859905, 738674681633476608, 738674162177171456, 738673999295680512, 738673693946052608, 738673628527624192, 738673391780012032, 738673280001925120]","[131786355, 605229725, 131786355, 605229725, 131786355, 605229725, 131786355, 605229725]",8,No airlines involved
53772,"[(738674559847698433, 40488589), (738674422714863616, 40488589)]","[738674559847698433, 738674422714863616]","[40488589, 40488589]",2,No airlines involved
53779,"[(738674474732642304, 217020022), (738673929116585984, 88905311)]","[738674474732642304, 738673929116585984]","[217020022, 88905311]",2,No airlines involved
53916,"[(738672935137910784, 146872603), (738022449309044736, 71515969)]","[738672935137910784, 738022449309044736]","[146872603, 71515969]",2,No airlines involved
54029,"[(738671527470698497, 14902331), (738671139854159872, 26734588)]","[738671527470698497, 738671139854159872]","[14902331, 26734588]",2,No airlines involved
54168,"[(739196546797830144, 3357364312), (739196318623629312, 3357364312)]","[739196546797830144, 739196318623629312]","[3357364312, 3357364312]",2,No airlines involved
54180,"[(739196104529567744, 236537191), (739195091152179200, 119716040)]","[739196104529567744, 739195091152179200]","[236537191, 119716040]",2,No airlines involved
54182,"[(739196026989514752, 104316214), (739195745430077440, 104316214)]","[739196026989514752, 739195745430077440]","[104316214, 104316214]",2,No airlines involved
54209,"[(739195303107010560, 30276702), (739181133665992704, 30276702)]","[739195303107010560, 739181133665992704]","[30276702, 30276702]",2,No airlines involved
54231,"[(739195040895995904, 592086500), (739188693332811776, 238364517)]","[739195040895995904, 739188693332811776]","[592086500, 238364517]",2,No airlines involved
54256,"[(739194834305454080, 2358802288), (739161505028005888, 182067405)]","[739194834305454080, 739161505028005888]","[2358802288, 182067405]",2,No airlines involved
54268,"[(739194620031049729, 213715630), (739193945066852352, 577651379)]","[739194620031049729, 739193945066852352]","[213715630, 577651379]",2,No airlines involved
54296,"[(739193839710273536, 29053530), (739147510858407936, 29053530)]","[739193839710273536, 739147510858407936]","[29053530, 29053530]",2,No airlines involved
54319,"[(739193142965075968, 2918107354), (739192954611437568, 20032324), (739192403660288000, 2918107354)]","[739193142965075968, 739192954611437568, 739192403660288000]","[2918107354, 20032324, 2918107354]",3,No airlines involved
54346,"[(739192577753239556, 709414602), (739192320558567424, 228707308)]","[739192577753239556, 739192320558567424]","[709414602, 228707308]",2,No airlines involved
54360,"[(739192173799833601, 4859750573), (739191576455483392, 718761325388775424)]","[739192173799833601, 739191576455483392]","[4859750573, 718761325388775424]",2,No airlines involved
54404,"[(739191816327553024, 29551996), (739188136639528960, 25910624)]","[739191816327553024, 739188136639528960]","[29551996, 25910624]",2,No airlines involved
54414,"[(739191424307089409, 264476043), (739190403337981952, 38725377)]","[739191424307089409, 739190403337981952]","[264476043, 38725377]",2,No airlines involved
54516,"[(739189720614326272, 81388964), (739174336603492352, 562838747)]","[739189720614326272, 739174336603492352]","[81388964, 562838747]",2,No airlines involved
54520,"[(739189635847467008, 614515671), (739160416669061120, 261201493)]","[739189635847467008, 739160416669061120]","[614515671, 261201493]",2,No airlines involved
54522,"[(739189628855537664, 241978953), (739162984057065472, 150956425)]","[739189628855537664, 739162984057065472]","[241978953, 150956425]",2,No airlines involved
54540,"[(739189437398028289, 15654711), (739187723207053312, 191767354), (739136384070488064, 191034218)]","[739189437398028289, 739187723207053312, 739136384070488064]","[15654711, 191767354, 191034218]",3,No airlines involved
54601,"[(739188230399111169, 36691439), (739186581576224768, 226045849)]","[739188230399111169, 739186581576224768]","[36691439, 226045849]",2,No airlines involved
54665,"[(739187471523667969, 196084805), (739186918680842240, 196084805)]","[739187471523667969, 739186918680842240]","[196084805, 196084805]",2,No airlines involved
54737,"[(739185817327968256, 125363325), (739185424422305792, 20087944)]","[739185817327968256, 739185424422305792]","[125363325, 20087944]",2,No airlines involved
54798,"[(739184564694863872, 256908464), (739114138312552448, 256908464)]","[739184564694863872, 739114138312552448]","[256908464, 256908464]",2,No airlines involved
54830,"[(739183940972498945, 474526597), (739179310192467968, 474526597)]","[739183940972498945, 739179310192467968]","[474526597, 474526597]",2,No airlines involved
54841,"[(739183678207758337, 32916289), (739176311357341696, 61591673)]","[739183678207758337, 739176311357341696]","[32916289, 61591673]",2,No airlines involved
54851,"[(739183320332918784, 1542862735), (739182905797300224, 217885661)]","[739183320332918784, 739182905797300224]","[1542862735, 217885661]",2,RyanAir
54892,"[(739182816253083649, 284632809), (738950020997615616, 2789359769)]","[739182816253083649, 738950020997615616]","[284632809, 2789359769]",2,No airlines involved
54990,"[(739180813942558720, 554499846), (739180724301881344, 554499846)]","[739180813942558720, 739180724301881344]","[554499846, 554499846]",2,No airlines involved
55026,"[(739180242338734082, 1387456674), (739179978676441088, 3075179440), (739179858115350528, 1387456674)]","[739180242338734082, 739179978676441088, 739179858115350528]","[1387456674, 3075179440, 1387456674]",3,No airlines involved
55041,"[(739179895901802497, 3075179440), (739179758697742336, 1387456674)]","[739179895901802497, 739179758697742336]","[3075179440, 1387456674]",2,No airlines involved
55050,"[(739179572453908481, 3075179440), (739179004633198592, 1387456674)]","[739179572453908481, 739179004633198592]","[3075179440, 1387456674]",2,No airlines involved
55079,"[(739178843542454272, 244574812), (739178786411794432, 244574812)]","[739178843542454272, 739178786411794432]","[244574812, 244574812]",2,No airlines involved
55130,"[(739177812381339648, 124476322), (739173735106772992, 42296662), (739172994480754688, 164742995), (739172579747975168, 42296662)]","[739177812381339648, 739173735106772992, 739172994480754688, 739172579747975168]","[124476322, 42296662, 164742995, 42296662]",4,Lufthansa
55145,"[(739177595267354624, 3853426401), (739177217087934464, 3853426401)]","[739177595267354624, 739177217087934464]","[3853426401, 3853426401]",2,No airlines involved
55160,"[(739177328211812353, 732151109696008192), (739170235513765888, 625412354)]","[739177328211812353, 739170235513765888]","[732151109696008192, 625412354]",2,No airlines involved
55215,"[(739176169262743552, 237876869), (739175821332615168, 101884516)]","[739176169262743552, 739175821332615168]","[237876869, 101884516]",2,No airlines involved
55234,"[(739175827300974593, 4828037909), (739175660032266240, 554736557)]","[739175827300974593, 739175660032266240]","[4828037909, 554736557]",2,No airlines involved
55246,"[(739175567996518400, 711258792), (739173714672136192, 15679641)]","[739175567996518400, 739173714672136192]","[711258792, 15679641]",2,No airlines involved
55253,"[(739175224311156737, 20551019), (739173226681643008, 20551019)]","[739175224311156737, 739173226681643008]","[20551019, 20551019]",2,No airlines involved
55261,"[(739175096846274560, 33488528), (739147316242743296, 23452201)]","[739175096846274560, 739147316242743296]","[33488528, 23452201]",2,No airlines involved
55281,"[(739174668821745664, 18777531), (739042694702452736, 26223583)]","[739174668821745664, 739042694702452736]","[18777531, 26223583]",2,AirBerlin
55383,"[(739173162743664640, 307808307), (739172310914109440, 307808307)]","[739173162743664640, 739172310914109440]","[307808307, 307808307]",2,No airlines involved
55384,"[(739173156963880960, 2170138437), (739089863681642496, 124476322)]","[739173156963880960, 739089863681642496]","[2170138437, 124476322]",2,Lufthansa
55394,"[(739172867254931456, 2715095449), (739172448264957952, 2715095449)]","[739172867254931456, 739172448264957952]","[2715095449, 2715095449]",2,No airlines involved
55465,"[(739172133046255617, 15749499), (739171906729988096, 186154646)]","[739172133046255617, 739171906729988096]","[15749499, 186154646]",2,No airlines involved
55476,"[(739171821375852545, 26726298), (739170664268042240, 26726298)]","[739171821375852545, 739170664268042240]","[26726298, 26726298]",2,No airlines involved
